skill_id,skill_title,skill_type,skill_description_final
f3ecbf6775154b5cce0fa2452999c011caf0cdc588b9ea8c66584589dfbd2378,InVision,Apps and Tools,"InVision is an app tool that helps you create interactive prototypes and collaborate with your team. It enables you to quickly turn ideas into realistic designs and test them with users. Get feedback, iterate, and ship better products faster."
2b153ddfe88b26480a4a9e26e570d491a8d5f0f3b277b7cdd9efb51a5090a3ff,Data and Statistical Analysis,SFw TSC,"Data and Statistical Analysis: Data analysis and interpretation, using statistical techniques to uncover trends and patterns, to identify process improvement opportunities and develop new analytics solutions. Utilize big data analytics to drive solutions and improve business processes, and apply data analytic techniques to process and interpret data."
1ccf14f9d730bf319fe0855f928ed49d13428e34c962d2aae8fedc55dac8e245,Equipment Maintenance and Housekeeping,SFw TSC,"Equipment Maintenance and Housekeeping: Manage and oversee the upkeep of tools and equipment, as well as the implementation of organizational housekeeping practices. Supervise maintenance and housekeeping activities, and plan for their implementation."
395c3bc6f89f8a4ed0c2a68f266b88e0b6f0d5c2d1afdd230d97c40af8d24a51,Bus Drivetrain Systems Maintenance,SFw TSC,"Bus Drivetrain Systems Maintenance: Perform maintenance and troubleshooting of mechanical systems, diagnose root causes of recurring faults, and carry out corrective and preventive maintenance to ensure optimal system performance."
341f6ddf769946e2d319792b78f15855feefbd92936af42ecb74507dea7ea296,Automatic Fare Collection Sales Device Maintenance,SFw TSC,"Automatic Fare Collection Sales Device Maintenance: Skill in diagnosing and troubleshooting technical issues, and performing preventive and corrective maintenance activities. Ability to review maintenance plans and carry out scheduled maintenance work to ensure optimal performance."
502e788399fac29a25610e73bd17279c5e271efaec49ae17800b70a2726f8577,Safe System of Work Development and Implementation,SFw TSC,"Safe System of Work Development and Implementation: Develop and implement safety systems and practices to ensure a safe and reliable environment for operations, maintenance, and contracting activities. Evaluate safety systems to ensure effective implementation and identify practices to meet organizational health, safety, and environmental objectives."
3b46a0e08d1021286ce923ceac82b80ba9f6308177e2c57c287030afaa778e9d,Confidentiality Management,SFw TSC,"Confidentiality Management: Developing and implementing strategies to control access to and dissemination of information, including creating and following Standard Operation Procedures (SOPs)."
6ead8924034be4bebe36391778c59795337faf9bc585f694453f9c72056a783d,Engineering Contract Management,SFw TSC,"Engineering Contract Management: Develop and review contractual agreements to ensure organisational objectives are met and legal requirements are adhered to. Analyse tender requirements to define contract structures, terms and financials. Conduct feasibility studies to acquire information necessary for contract development. Endorse and govern key decisions in accordance with contractual terms."
122a4c1e59cb8711ecf4d34005571f6092c70a49fb95e99a61750ade3c4bb3bf,Intervention Implementation,SFw TSC,"Intervention Implementation: Provide tailored interventions based on client needs, conditions and care plans. Monitor and adjust interventions to ensure successful implementation and reporting. Utilize client and organisational considerations to ensure interventions are effective."
e26de4bc3be61b36a18bf98e793bbf974f3aab6234003d1ae00b8b52aa03f0a7,Procurement,SFw TSC,"Procurement: Develop and manage procurement processes for external technology services, including research, risk assessment, document preparation, and vendor selection. Establish policies and criteria for security due diligence review, and create a procurement plan with vendor selection guidelines. Assess proposals against selection criteria and technical specifications, and make procurement decisions with accountability."
f525991664d6ec7412018c0b70c25a57a4956322806a4a866de7ce5ead6aa67c,Fourier Transform,Apps and Tools,"Fourier Transform is a mathematical tool used to decompose a signal into its constituent frequencies. It is used in signal processing, image processing, and many other fields. It can be used to analyze the frequency components of a signal, and to filter out unwanted frequencies."
f52ea0aad0e344c7fbf5e477845d4da2baa9f7bee4b36c91ac7678cfd38dc1c4,Minitab,Apps and Tools,"Minitab is a powerful statistical software that helps you visualize, analyze, and interpret data. It provides a comprehensive set of tools to help you make informed decisions and improve processes."
2447ff63e09f909b5fa2fa9e62f5e933c7a56c4581d6e802f71950801a9bd598,Non-destructive Testing (Vibration Analysis),SFw TSC,"Non-destructive Testing (Vibration Analysis): Carry out vibration analyses and condition monitoring on components using appropriate tools and methods, recording results and evaluating them against applicable codes and standards."
90ca7f7642ee5dd0d4b496f19a5ab9c639f2a3b422dc4e2eb77f4be2f96efe39,Ship Medical Care,SFw TSC,"Ship Medical Care: Provide medical first aid and follow-up care in emergency situations. Take charge of medical care for the sick and injured, and provide immediate action in the event of an accident or illness."
f58b5c3829803774aebd27ca38892a1b1f94e838843047186a0aea93c404483a,Precast Shop Drawings,Apps and Tools,"Precast Shop Drawings refers to the detailed technical drawings created for precast concrete elements in construction projects, including dimensions, reinforcement details, and connections."
d4c5eeaf2a36e80bf9bdb3409da392892f597f42286c66a85625d185e391a2b4,Workflow Management,SFw TSC,"Workflow Management: Lead operations to ensure timely and quality delivery of outcomes. Develop and implement workflow plans to coordinate construction teams and reduce wastage and inefficiencies. Evaluate timelines, resources and complexity of tasks to optimize workflow plans."
f5df5fa134c461878b19869bf53a734653378d711aa2cfdec0550651564b3ad7,Cloudera Data Science Workbench (CDSW),Apps and Tools,"Cloudera Data Science Workbench (CDSW) is an enterprise-grade platform for data scientists to develop, collaborate, and deploy models quickly and securely. It provides an integrated environment for data science teams to develop, test, and deploy models in production."
f2cf6b0f4c1b2c096170327c591b170a6bdf43f8de7c9968ddb4a2dbe6103382,Colour Concept Application,SFw TSC,"Colour Concept Application: Utilize colour theory to develop product designs, advise customers on colour compatibility, and evaluate design themes. Conduct tests to identify different uses of colour and apply colour concepts in various contexts. Reflect on the use of colour and its communication."
93d723d2e50be65375c200b9e5b8e069b8806ea376dfd1533b41fb74a4f091f2,Turf Maintenance,SFw TSC,"Turf Maintenance: Skill in assessing, planning and executing maintenance of amenities or public turfs, including basic turf maintenance tasks, identifying routine requirements, using mechanisation and technology, supervising on site, developing a turf management programme and overseeing operations."
46bfdd85f48f231fe9da5d6f0bdc02f43c2dad627ff00efb64c910916ce77c9b,Forming,SFw TSC,Forming: Skillfully fabricate components using various stresses and interpret drawings to ensure product specifications are met. Oversee forming processes and execute manufacturing processes under direct supervision while adhering to safety requirements.
f6008f08429e4c90ac9ef9c551279253a9e4e0aa393ca685e25682770130fc20,Java Persistence API (JPA),Apps and Tools,"Java Persistence API (JPA) is a Java application programming interface for accessing relational databases. It provides an object-relational mapping framework for managing relational data in Java applications. JPA simplifies data access and helps developers write efficient, maintainable code."
f60d30d7a8dd2956ad3176b69aec2035cfd025605af203611cce307dbd9952fc,Eikon (Software),Apps and Tools,"Eikon is a powerful software tool that provides access to financial data, news, analytics, and more. It helps users make informed decisions and stay ahead of the markets. With eikon, users can access real-time data, analyze trends, and monitor portfolios."
